ref,book,chapter,verse,english,ekegusii,swahili,source,eng_words,eke_words,swa_words,story_id,page,needs_review
ISA 25:4,ISA,25.0,4.0,"For You have been a refuge for the poor, a stronghold for the needy in distress, a refuge from the storm, a shade from the heat. For the breath of the ruthless is like rain against a wall,","Aye kwabeire egekengero egekong’u ase abataka, ee, kwabeire egekengero ase abaremeire ekero bare nemechando; kwabeire obotamero ase engaki y’embura omoubera, na ekiriri ekero ki’omobaso omoororo. Okogosa kw’abaanto abatindi nigo konga embura omoubera egotwoma enyasi,","Umekuwa kimbilio la watu maskini, kimbilio la mhitaji katika taabu yake, hifadhi wakati wa dhoruba na kivuli wakati wa hari. Kwa maana pumzi ya wakatili ni kama dhoruba ipigayo ukuta",bible_ebible,38.0,34.0,30.0,,,
ISA 25:5,ISA,25.0,5.0,"like heat in a dry land. You subdue the uproar of foreigners. As the shade of a cloud cools the heat, so the song of the ruthless is silenced.","na buna omobaso bw’eguru‐gura. Aye gwakiririe amariogi ’ababisa; buna omobaso omoororo ogokendigwa ne riire, naboigo namatera ’abaanto abwo abatindi arakendigwe. Omonene okwarigania omoyega","na kama joto la jangwani. Wewe wanyamazisha makelele ya wageni; kama vile hari ipunguzwavyo na kivuli cha wingu, ndivyo wimbo wa wakatili unyamazishwavyo.",bible_ebible,29.0,23.0,23.0,,,
ISA 25:6,ISA,25.0,6.0,"On this mountain the LORD of Hosts will prepare a banquet for all the peoples, a feast of aged wine, of choice meat, of finely aged wine.","Aiga ase egetunwa eke Omonene bw’Emeganda naroiserie abanto b’ebisaku bionsi omoyega bw’ebinto ebinoru, omoyega bw’edivai engiya mono, ee, oyo bw’ebinto ebinoru biichire emeseto, na edivai engiya ekenonoire.","Juu ya mlima huu Bwana Mwenye Nguvu Zote ataandaa karamu ya vinono kwa mataifa yote, karamu ya mvinyo wa zamani, nyama nzuri sana na divai zilizo bora sana.",bible_ebible,27.0,27.0,28.0,,,
ISA 25:7,ISA,25.0,7.0,"On this mountain He will swallow up the shroud that enfolds all peoples, the sheet that covers all nations;","Aiga ase egetunwa eke Omonene nasarie na korusia egietubo getubete abanto bonsi, ee, egietubo ekio keramboire igoro y’ebisaku bionsi.","Juu ya mlima huu ataharibu sitara ihifadhiyo mataifa yote, kile kifuniko kifunikacho mataifa yote,",bible_ebible,19.0,19.0,14.0,,,
ISA 25:8,ISA,25.0,8.0,He will swallow up death forever. The Lord GOD will wipe away the tears from every face and remove the disgrace of His people from the whole earth. For the LORD has spoken.,"Omonene nasirie amakweri goika kare na kare, natinyie amariga korwa ase amaiso ’abaanto bonsi, nasirie ogochaywa kw’abaanto baye korwa ase ense yonsi. Nab’Omonene atebiire.",yeye atameza mauti milele. Bwana Mwenyezi atafuta machozi katika nyuso zote; ataondoa aibu ya watu wake duniani kote. Bwana amesema hili.,bible_ebible,33.0,24.0,21.0,,,
ISA 25:9,ISA,25.0,9.0,"And in that day it will be said, “Surely this is our God; we have waited for Him, and He has saved us. This is the LORD for whom we have waited. Let us rejoice and be glad in His salvation.”","Ase rituko erio mbateebe iga: “Rora, oyo nere Nyasae oito; oyo nere twakaganyire, erinde anyare gototooria. Oyo nere Omonene, twakaganyire; tiga togoke na gochenga, ekiagera otorenteire ogotooreka.” Omonene nae Abamoabu egesusuro","Katika siku ile watasema, “Hakika huyu ndiye Mungu wetu; tulimtumaini, naye akatuokoa. Huyu ndiye Bwana, tuliyemtumaini; sisi tushangilie na kufurahia katika wokovu wake.”",bible_ebible,41.0,31.0,23.0,,,
ISA 26:1,ISA,26.0,1.0,In that day this song will be sung in the land of Judah: We have a strong city; salvation is established as its walls and ramparts.,Ase rituko erio ogoteera oko ngoterwe ase ense y’Abayuda; “Intwe nigo tomenyete ase omochie omokong’u. Omonene otoeire ogotooreka kobe chindwaki ne chiburi chiaito.,"Katika siku ile, wimbo huu utaimbwa katika nchi ya Yuda: Tuna mji ulio na nguvu, Mungu huufanya wokovu kuwa kuta zake na maboma yake.",bible_ebible,26.0,23.0,24.0,,,
ISA 26:10,ISA,26.0,10.0,"Though grace is shown to the wicked man, he does not learn righteousness. In the land of righteousness he acts unjustly and fails to see the majesty of the LORD.","Omokori amabe naisa gwanchererigwa, takweorokereria oboronge; ekero are ase ense egokora oboronge nigo arakore ay’obokorekanu, takorora obonene bw’Omonene.","Ingawa neema yaonyeshwa kwa waovu, hawajifunzi haki, hata katika nchi ya unyofu huendelea kutenda mabaya wala hawazingatii utukufu wa Bwana.",bible_ebible,30.0,18.0,20.0,,,
ISA 26:11,ISA,26.0,11.0,"O LORD, Your hand is upraised, but they do not see it. They will see Your zeal for Your people and be put to shame. The fire set for Your enemies will consume them!","Aye Omonene kwaramboire okoboko kwao, korende barabwo tibagokorora. Tiga barore risemi obwate ase abanto bao, erinde basooke; omorero osambete ababisa bao, tiga obasambe nabarabwo.","Ee Bwana, mkono wako umeinuliwa juu, lakini hawauoni. Wao na waone wivu wako kwa ajili ya watu wako tena waaibishwe, moto uliowekwa akiba kwa ajili ya adui zako na uwateketeze.",bible_ebible,34.0,24.0,30.0,,,
ISA 26:12,ISA,26.0,12.0,"O LORD, You will establish peace for us. For all that we have accomplished, You have done for us.","Aye Omonene, notorentere omorembe, ekiagera emeremo twabeire togokora, naye kwabeire gokoyetokorera.","Bwana, unaamuru amani kwa ajili yetu, yale yote tuliyoweza kuyakamilisha ni wewe uliyetenda kwa ajili yetu.",bible_ebible,19.0,11.0,16.0,,,
ISA 26:13,ISA,26.0,13.0,"O LORD our God, other lords besides You have had dominion, but Your name alone do we confess.","Aye Omonene, Nyasae oito, abanene bande babeire bagotogaambera, korende erieta riao rioka nario tomanyete.","Ee Bwana, Mungu wetu, mabwana wengine zaidi ya wewe wametutawala, lakini jina lako pekee ndilo tunaloliheshimu.",bible_ebible,18.0,14.0,16.0,,,
ISA 26:14,ISA,26.0,14.0,The dead will not live; the departed spirits will not rise. Therefore You have punished and destroyed them; You have wiped out all memory of them.,"Barabwo bakuure, tibakoba moyo naende, babeire amarengari, tibakoboka; ase ayio kwabaeire egesusuro na kobasiria, kwabasiririe, tibakoinyorwa nonya ng’ake.","Wao sasa wamekufa, wala hawako tena hai, roho za waliokufa hazitarudi tena. Uliwaadhibu na kuwaangamiza, umefuta kumbukumbu lao lote.",bible_ebible,26.0,18.0,19.0,,,
ISA 26:15,ISA,26.0,15.0,"You have enlarged the nation, O LORD; You have enlarged the nation. You have gained glory for Yourself; You have extended all the borders of the land.","Aye Omonene, gwakorire egesaku eke kementekane; ee, gwakementekanirie; ase ayio aye gwatogigwe, kwagareeirie ense y’egesaku eke.","Umeliongeza hilo taifa, Ee Bwana, umeliongeza hilo taifa. Umejipatia utukufu kwa ajili yako mwenyewe, umepanua mipaka yote ya nchi.",bible_ebible,27.0,16.0,19.0,,,
ISA 26:16,ISA,26.0,16.0,"O LORD, they sought You in their distress; when You disciplined them, they poured out a quiet prayer.","Aye Omonene, ekero baarenge nemechando nigo bakorigetie, ekero kwabaete egesusuro, nigo bagosabeete mono.","Bwana, walikujia katika taabu yao, wewe ulipowarudi, waliweza kuomba kwa kunongʼona tu.",bible_ebible,18.0,13.0,12.0,,,
ISA 26:17,ISA,26.0,17.0,"As a woman with child about to give birth writhes and cries out in pain, so were we in Your presence, O LORD.","Aye Omonene, nigo twabeete asore buna omokungu ore morito, okobina aibore, ekero engaki yaye yaikire, nigo akoromwa nobororo.","Kama mwanamke mwenye mimba aliyekaribia kuzaa anavyogaagaa na kulia kwa ajili ya maumivu yake, ndivyo tulivyokuwa mbele zako, Ee Bwana.",bible_ebible,23.0,18.0,20.0,,,
ISA 26:18,ISA,26.0,18.0,"We were with child; we writhed in pain; but we gave birth to wind. We have given no salvation to the earth, nor brought any life into the world.","Intwe twabeire tore barito, twabeire tokobina na kweganchorana, korende ekero twaiborete tokaibora embeo bosa. Titorenteti ogotooreka konde ase ense, gose abanto tibaiboretwe ase ense.","Tulikuwa na mimba, tuligaagaa kwa maumivu, lakini tulizaa upepo. Hatukuleta wokovu duniani, hatujazaa watu katika ulimwengu huu.",bible_ebible,29.0,24.0,17.0,,,
ISA 26:19,ISA,26.0,19.0,"Your dead will live; their bodies will rise. Awake and sing, you who dwell in the dust! For your dew is like the dew of the morning, and the earth will bring forth her dead.","Abanto baino bakwete mbabe moyo naende; emebere y’abakwete neboke. Inwe abwo moraire ase amaroba ime, boka, motere nomogooko! Riime riao nigo rire eri’oborabu; riroba ndibairanie abakwete. Ekiina na ogokorwa oboyia","Lakini wafu wenu wataishi, nayo miili yao itafufuka. Ninyi mnaokaa katika mavumbi, amkeni mkapige kelele kwa furaha. Umande wenu ni kama umande wa asubuhi, dunia itawazaa wafu wake.",bible_ebible,35.0,30.0,28.0,,,
ISA 26:2,ISA,26.0,2.0,Open the gates so a righteous nation may enter— one that remains faithful.,"Igora ebiita bi’omochie oyio, erinde egesaku kere noboronge na obwegenwa kenyare gosoa imeo.","Fungua malango ili taifa lenye haki lipate kuingia, taifa lile lidumishalo imani.",bible_ebible,13.0,13.0,12.0,,,
ISA 26:20,ISA,26.0,20.0,"Go, my people, enter your rooms and shut your doors behind you. Hide yourselves a little while until the wrath has passed.","Inwe abanto baane, inchwo mosoe ase chiero chiaino mwesiekere aroro; mwebise aroro ase engaki enke, goika endamwamu eyio ebe yaetire.","Nendeni, watu wangu, ingieni vyumbani mwenu na mfunge milango nyuma yenu, jificheni kwa kitambo kidogo mpaka ghadhabu yake ipite.",bible_ebible,22.0,20.0,19.0,,,
ISA 26:21,ISA,26.0,21.0,"For behold, the LORD is coming out of His dwelling to punish the inhabitants of the earth for their iniquity. The earth will reveal her bloodshed and will no longer conceal her slain.","Rora, Omonene ngosoka are korwa aase aye, ae abanto bamenyete ase ense egesusuro ase engencho y’ebibe biabo. Okomocha kw’ogoiterwa kw’amanyinga ase ense nkobe maiso marore, na ense tekogenderera kobisa abanto abwo baitetwe.","Tazama, Bwana anakuja kutoka makao yake ili kuwaadhibu watu wa dunia kwa ajili ya dhambi zao. Dunia itadhihirisha umwagaji damu juu yake, wala haitaendelea kuwaficha watu wake waliouawa.",bible_ebible,33.0,32.0,28.0,,,
ISA 26:3,ISA,26.0,3.0,"You will keep in perfect peace the steadfast of mind, because he trusts in You.","Omonto ore nebirengererio ebironge asore, aye Omonene nigo okomoa omorembe omoikeranu, ekiagera agosemeretie.",Utamlinda katika amani kamilifu yeye ambaye moyo wake ni thabiti kwa sababu anakutumaini wewe.,bible_ebible,15.0,13.0,14.0,,,
ISA 26:4,ISA,26.0,4.0,"Trust in the LORD forever, because GOD the LORD is the Rock eternal.","Mosemerie Omonene botambe, ekiagera Omonene nere egetare gia kare na kare.","Mtumaini Bwana milele, kwa kuwa Bwana, Bwana, ni Mwamba wa milele.",bible_ebible,13.0,11.0,11.0,,,
ISA 26:5,ISA,26.0,5.0,For He has humbled those who dwell on high; He lays the lofty city low. He brings it down to the ground; He casts it into the dust.,"Ere okeeirie abanto abwo beimokereretie igoro, otagoire omochie oria ochongororogete gochia igoro, oyoiyeirie inse kegima, ee, oyoiyeirie inse ase riroba.","Huwashusha wale wajikwezao, huushusha chini mji wenye kiburi, huushusha hadi ardhini na kuutupa chini mavumbini.",bible_ebible,28.0,20.0,15.0,,,
ISA 26:6,ISA,26.0,6.0,"Feet trample it down— the feet of the oppressed, the steps of the poor.","Amagoro ’abaanto abataka nayotiringere inse, na ay’abaremerwa nayotache.”","Miguu huukanyaga chini, miguu ya hao walioonewa, hatua za hao maskini.",bible_ebible,14.0,8.0,11.0,,,
ISA 26:7,ISA,26.0,7.0,The path of the righteous is level; You clear a straight path for the upright.,Enchera y’abanyene oboronge nenteremu; naye okoyekora yaba enteremu.,"Mapito ya wenye haki yamenyooka. Ewe uliye Mwenye Haki, waisawazisha njia ya mtu mnyofu.",bible_ebible,15.0,8.0,14.0,,,
ISA 26:8,ISA,26.0,8.0,"Yes, we wait for You, O LORD; we walk in the path of Your judgments. Your name and renown are the desire of our souls.","Aye Omonene, intwe nigo tokoganyete kogocha konacha ebiina biao; okona‐koinyora erieta riao nakwo kore okogania kw’emioyo yaito.","Naam, Bwana, tukienenda katika sheria zako, twakungojea wewe, jina lako na sifa zako ndizo shauku za mioyo yetu.",bible_ebible,25.0,17.0,18.0,,,
ISA 26:9,ISA,26.0,9.0,"My soul longs for You in the night; indeed, my spirit seeks You at dawn. For when Your judgments come upon the earth, the people of the world learn righteousness.","Omoyo one nigo ogokogania ase obotuko, omoika ore ime yane nigo ogokorigia kobogokiamoka. Ekero orarente ebiina biao igoro ase ense, abanto bamenyeteo nigo bakweorokereria oboronge.","Nafsi yangu yakutamani wakati wa usiku, wakati wa asubuhi roho yangu yakuonea shauku. Wakati hukumu zako zinapokuja juu ya dunia, watu wa ulimwengu hujifunza haki.",bible_ebible,30.0,25.0,25.0,,,
ISA 27:1,ISA,27.0,1.0,"In that day the LORD will take His sharp, great, and mighty sword, and bring judgment on Leviathan the fleeing serpent —Leviathan the coiling serpent—and He will slay the dragon of the sea.","Ase engaki eyi’Omonene nae Leviatani, eng’iti eria y’okwoboyia, enyango ekwemiina, egesusuro. Nayeite n’omoro oye ore omokong’u na omonene, na ore ne chinguru; boigo naite enchoka eria ere ime ase enyancha.","Katika siku ile, Bwana ataadhibu kwa upanga wake, upanga wake mkali, mkubwa na wenye nguvu, ataadhibu Lewiathani yule nyoka apitaye kwa mwendo laini, Lewiathani yule nyoka mwenye kujipinda; atamuua joka huyo mkubwa sana wa baharini.",bible_ebible,33.0,30.0,35.0,,,
ISA 27:10,ISA,27.0,10.0,"For the fortified city lies deserted— a homestead abandoned, a wilderness forsaken. There the calves graze, and there they lie down; they strip its branches bare.","Omochie ogiteire chindwaki ong’anyirwe, otamirwe na gotigwa bosa, obeire buna erooro; agwo nao chimori chikorisia na korara, chiaba chikoria amato e chinsagia chireo.","Mji ulio na boma umebaki ukiwa, makao yaliyotelekezwa, yaliyoachwa kama jangwa. Huko ndama hulisha, huko hujilaza, wanakwanyua matawi yake.",bible_ebible,26.0,23.0,19.0,,,
ISA 27:11,ISA,27.0,11.0,"When its limbs are dry, they are broken off. Women come and use them for kindling; for this is a people without understanding. Therefore their Maker has no compassion on them, and their Creator shows them no favor.","Ekero chinsagia chiomire, nigo chikobuneka, abakungu bacha bachiira bachiutera omorero. Abanto b’egesaku eke tibari nobong’aini, ase ayio oria obatongete takobarorera amabeebe, gose kobarorera amaabera.","Wakati vijiti vyake vimekauka, huvunjwa nao wanawake huja na kuwasha navyo moto. Kwa kuwa hili ni taifa lisilo na ufahamu, kwa hiyo yeye aliyewafanya hana huruma juu yao, Muumba wao hawaonyeshi fadhili.",bible_ebible,38.0,24.0,32.0,,,
ISA 27:12,ISA,27.0,12.0,"In that day the LORD will thresh from the flowing Euphrates to the Wadi of Egypt, and you, O Israelites, will be gathered one by one.",Ase engaki eyi’Omonene nabaswage inwe Abaisraeli buna chinyeke chi’endagera na kobachora oyomo oyomo. Nigo arachakere ase orooche rwa Eufarati na goikera ase akarooche ka Misiri.,"Katika siku ile Bwana atapura kutoka matiririko ya Mto Frati hadi Kijito cha Misri, nanyi ee Waisraeli, mtakusanywa mmoja mmoja.",bible_ebible,26.0,25.0,20.0,,,
ISA 27:13,ISA,27.0,13.0,"And in that day a great ram’s horn will sound, and those who were perishing in Assyria will come forth with those who were exiles in Egypt. And they will worship the LORD on the holy mountain in Jerusalem.","Ekero engaki eyio eraike, engoma nebugigwe, na abanto abwo basirerete ase ense y’Abaasuri, na baria baseretigwe gochia ase ense ya Misiri, mbache gosasiima Omonene ase egetunwa egechenu agwo Yerusalemu.","Katika siku ile tarumbeta kubwa italia. Wale waliokuwa wakiangamia katika nchi ya Ashuru, nao wale waliokuwa uhamishoni katika nchi ya Misri watakuja na kumwabudu Bwana katika mlima mtakatifu huko Yerusalemu.",bible_ebible,39.0,29.0,30.0,,,
ISA 27:2,ISA,27.0,2.0,In that day: “Sing about a fruitful vineyard.,Ase engaki eyio omogondo bw’emesabibu ore nedivai enyinge nobeo. Notererwe ogoteera oko:,Katika siku ile: “Imbeni kuhusu shamba la mizabibu lililozaa:,bible_ebible,8.0,12.0,9.0,,,
ISA 27:3,ISA,27.0,3.0,"I, the LORD, am its keeper; I water it continually. I guard it night and day so no one can disturb it;","“Inche Omonene, ninche inde omorendi bw’omogondo bw’emesabibu, nigo nkoyoitororera amaache kera engaki; nigo inyorendete obotuko na omobaso, erinde onde tabaisa koyosaria.","Mimi, Bwana, ninalitunza, nalinyweshea maji mfululizo. Ninalichunga usiku na mchana ili mtu yeyote asije akalidhuru.",bible_ebible,22.0,21.0,15.0,,,
ISA 27:4,ISA,27.0,4.0,"I am not angry. If only thorns and briers confronted Me, I would march and trample them, I would burn them to the ground.",Inche tindi nendamwamu. Nonya amagwa na amageri are gocha kondwania nigo nare koyarwania na koyasambera amo.,"Mimi sijakasirika. Licha pangekuwepo michongoma na miiba kunikabili! Ningepambana dhidi yake katika vita, ningeliichoma moto yote.",bible_ebible,24.0,16.0,16.0,,,
ISA 27:5,ISA,27.0,5.0,"Or let them lay claim to My protection; let them make peace with Me— yes, let them make peace with Me.”","Tiga abanto babwaterere oborendi bwane mbarende ne chinguru chiane; tiga bakore omorembe nainche, ee, barabwo mbabe nomorembe nainche.”","Au niwaache waje kwangu kwa ajili ya kupata kimbilio, wao na wafanye amani nami, naam, wafanye amani nami.”",bible_ebible,21.0,18.0,18.0,,,
ISA 27:6,ISA,27.0,6.0,"In the days to come, Jacob will take root. Israel will bud and blossom and fill the whole world with fruit.","Ase amatuko agochi‐gocha Omonene nae abanto b’ororeeria rwa Yakobo ribaga baseboke, ee, Abaisraeli mbasokie ebisicha na ebisebo, mbaame amatunda aichore ase ense yonsi.","Katika siku zijazo, Yakobo atatia mizizi, Israeli atatoa chipukizi na kuchanua maua, naye atajaza ulimwengu wote kwa matunda.",bible_ebible,21.0,23.0,18.0,,,
ISA 27:7,ISA,27.0,7.0,Has the LORD struck Israel as He struck her oppressors? Was she killed like those who slayed her?,Inee! Omonene naagete Abaisraeli buna aagete ababisa babo? Gose Abaisraeli mbaitetwe buna ababisa babo baitetwe?,"Je, Bwana amempiga vile alivyowapiga wale waliompiga? Je, yeye ameuawa vile walivyouawa wale waliomuua yeye?",bible_ebible,18.0,15.0,15.0,,,
